split,index,bdmap_id
train,97,BDMAP_00001085
train,98,BDMAP_00007663
train,99,BDMAP_00005059
train,100,BDMAP_00004872
train,101,BDMAP_00001759
train,102,BDMAP_00008697
train,103,BDMAP_00009194
train,104,BDMAP_00009116
train,105,BDMAP_00000783
train,106,BDMAP_00004424
train,107,BDMAP_00005397
train,108,BDMAP_00005358
train,109,BDMAP_00007284
train,110,BDMAP_00008167
train,111,BDMAP_00009102
train,112,BDMAP_00004323
train,113,BDMAP_00004467
train,114,BDMAP_00002998
train,115,BDMAP_00000458
train,116,BDMAP_00004036
train,117,BDMAP_00006996
train,118,BDMAP_00003708
train,119,BDMAP_00006843
train,120,BDMAP_00001692
train,121,BDMAP_00001795
train,122,BDMAP_00005480
train,123,BDMAP_00008371
train,124,BDMAP_00000564
train,125,BDMAP_00003661
train,126,BDMAP_00007488
train,127,BDMAP_00003020
train,128,BDMAP_00005919
train,129,BDMAP_00005689
train,130,BDMAP_00000132
train,131,BDMAP_00000107
train,132,BDMAP_00001154
train,133,BDMAP_00008570
train,134,BDMAP_00000484
train,135,BDMAP_00001604
train,136,BDMAP_00002474
train,137,BDMAP_00000829
train,138,BDMAP_00005050
train,139,BDMAP_00008960
train,140,BDMAP_00001077
train,141,BDMAP_00001047
train,142,BDMAP_00005713
train,143,BDMAP_00000081
train,144,BDMAP_00002437
train,145,BDMAP_00000077
train,146,BDMAP_00004051
train,147,BDMAP_00008190
train,148,BDMAP_00005107
train,149,BDMAP_00000319
train,150,BDMAP_00000915
train,151,BDMAP_00006307
train,152,BDMAP_00003541
train,153,BDMAP_00008166
train,154,BDMAP_00006129
train,155,BDMAP_00002320
train,156,BDMAP_00005072
train,157,BDMAP_00003498
train,158,BDMAP_00002877
train,159,BDMAP_00004798
train,160,BDMAP_00004975
train,161,BDMAP_00003356
train,162,BDMAP_00005633
train,163,BDMAP_00001447
train,164,BDMAP_00008198
train,165,BDMAP_00007225
train,166,BDMAP_00008482
train,167,BDMAP_00000519
train,168,BDMAP_00006118
train,169,BDMAP_00005559
train,170,BDMAP_00000417
train,171,BDMAP_00005675
train,172,BDMAP_00001489
train,173,BDMAP_00007365
train,174,BDMAP_00002760
train,175,BDMAP_00007587
train,176,BDMAP_00000094
train,177,BDMAP_00004626
train,178,BDMAP_00006042
train,179,BDMAP_00008113
train,180,BDMAP_00006182
train,181,BDMAP_00003640
train,182,BDMAP_00002685
train,183,BDMAP_00001632
train,184,BDMAP_00008326
train,185,BDMAP_00000734
train,186,BDMAP_00003012
train,187,BDMAP_00005510
train,188,BDMAP_00004199
train,189,BDMAP_00007043
train,190,BDMAP_00002176
train,191,BDMAP_00002881
train,192,BDMAP_00009147
train,193,BDMAP_00005023
train,194,BDMAP_00004815
train,195,BDMAP_00002088
train,196,BDMAP_00005825
train,197,BDMAP_00008646
train,198,BDMAP_00000322
train,199,BDMAP_00004230
train,200,BDMAP_00004683
train,201,BDMAP_00002652
train,202,BDMAP_00007764
train,203,BDMAP_00004611
train,204,BDMAP_00007611
train,205,BDMAP_00002509
train,206,BDMAP_00000316
train,207,BDMAP_00003008
train,208,BDMAP_00002754
train,209,BDMAP_00003615
train,210,BDMAP_00006793
train,211,BDMAP_00001570
train,212,BDMAP_00003545
train,213,BDMAP_00000287
train,214,BDMAP_00007530
train,215,BDMAP_00005305
train,216,BDMAP_00004950
train,217,BDMAP_00007374
train,218,BDMAP_00001433
train,219,BDMAP_00000583
train,220,BDMAP_00005082
train,221,BDMAP_00005362
train,222,BDMAP_00002900
train,223,BDMAP_00003284
train,224,BDMAP_00005263
train,225,BDMAP_00005494
train,226,BDMAP_00003544
train,227,BDMAP_00002911
train,228,BDMAP_00009120
train,229,BDMAP_00001019
train,230,BDMAP_00008143
train,231,BDMAP_00004032
train,232,BDMAP_00002200
train,233,BDMAP_00005029
train,234,BDMAP_00002803
train,235,BDMAP_00005141
train,236,BDMAP_00005283
train,237,BDMAP_00002795
train,238,BDMAP_00001916
train,239,BDMAP_00006392
train,240,BDMAP_00009073
train,241,BDMAP_00000767
train,242,BDMAP_00001072
train,243,BDMAP_00000108
train,244,BDMAP_00001157
train,245,BDMAP_00006559
train,246,BDMAP_00000765
train,247,BDMAP_00005261
train,248,BDMAP_00003444
train,249,BDMAP_00003310
train,250,BDMAP_00001594
train,251,BDMAP_00008499
train,252,BDMAP_00006625
train,253,BDMAP_00001719
train,254,BDMAP_00000867
train,255,BDMAP_00002338
train,256,BDMAP_00000748
train,257,BDMAP_00001833
train,258,BDMAP_00006134
train,259,BDMAP_00007400
train,260,BDMAP_00005624
train,261,BDMAP_00004534
train,262,BDMAP_00001964
train,263,BDMAP_00000448
train,264,BDMAP_00003856
train,265,BDMAP_00002035
train,266,BDMAP_00001841
train,267,BDMAP_00006109
train,268,BDMAP_00002883
train,269,BDMAP_00003974
train,270,BDMAP_00000966
train,271,BDMAP_00007837
train,272,BDMAP_00007938
train,273,BDMAP_00008533
train,274,BDMAP_00005313
train,275,BDMAP_00008172
train,276,BDMAP_00002247
train,277,BDMAP_00001163
train,278,BDMAP_00002866
train,279,BDMAP_00005840
train,280,BDMAP_00002095
train,281,BDMAP_00006849
train,282,BDMAP_00007502
train,283,BDMAP_00005171
train,284,BDMAP_00000544
train,285,BDMAP_00000249
train,286,BDMAP_00004899
train,287,BDMAP_00002651
train,288,BDMAP_00002904
train,289,BDMAP_00002500
train,290,BDMAP_00000593
train,291,BDMAP_00003039
train,292,BDMAP_00007404
train,293,BDMAP_00000510
train,294,BDMAP_00004345
train,295,BDMAP_00005307
train,296,BDMAP_00000096
train,297,BDMAP_00003970
train,298,BDMAP_00008245
train,299,BDMAP_00002860
train,300,BDMAP_00005680
train,301,BDMAP_00004723
train,302,BDMAP_00003132
train,303,BDMAP_00003922
train,304,BDMAP_00008789
train,305,BDMAP_00008453
train,306,BDMAP_00000669
train,307,BDMAP_00003583
train,308,BDMAP_00007200
train,309,BDMAP_00003350
train,310,BDMAP_00003406
train,311,BDMAP_00007310
train,312,BDMAP_00004053
train,313,BDMAP_00002112
train,314,BDMAP_00007198
train,315,BDMAP_00003799
train,316,BDMAP_00000654
train,317,BDMAP_00005941
train,318,BDMAP_00001058
train,319,BDMAP_00001471
train,320,BDMAP_00001792
train,321,BDMAP_00001091
train,322,BDMAP_00006082
train,323,BDMAP_00001576
train,324,BDMAP_00002522
train,325,BDMAP_00003775
train,326,BDMAP_00005571
train,327,BDMAP_00007843
train,328,BDMAP_00001627
train,329,BDMAP_00001181
train,330,BDMAP_00008053
train,331,BDMAP_00000624
train,332,BDMAP_00002679
train,333,BDMAP_00005131
train,334,BDMAP_00007922
train,335,BDMAP_00000995
train,336,BDMAP_00005289
train,337,BDMAP_00000361
train,338,BDMAP_00000744
train,339,BDMAP_00001514
train,340,BDMAP_00008273
train,341,BDMAP_00003061
train,342,BDMAP_00005492
train,343,BDMAP_00005609
train,344,BDMAP_00003296
train,345,BDMAP_00003022
train,346,BDMAP_00007274
train,347,BDMAP_00003602
train,348,BDMAP_00006540
train,349,BDMAP_00005380
train,350,BDMAP_00002934
train,351,BDMAP_00000170
train,352,BDMAP_00002389
train,353,BDMAP_00005337
train,354,BDMAP_00004835
train,355,BDMAP_00000223
train,356,BDMAP_00007934
train,357,BDMAP_00006087
train,358,BDMAP_00001143
train,359,BDMAP_00009226
train,360,BDMAP_00007135
train,361,BDMAP_00002555
train,362,BDMAP_00008122
train,363,BDMAP_00004794
train,364,BDMAP_00005610
train,365,BDMAP_00003662
train,366,BDMAP_00006261
train,367,BDMAP_00001145
train,368,BDMAP_00000712
train,369,BDMAP_00009104
train,370,BDMAP_00002184
train,371,BDMAP_00003351
train,372,BDMAP_00004475
train,373,BDMAP_00001150
train,374,BDMAP_00008350
train,375,BDMAP_00005199
train,376,BDMAP_00003086
train,377,BDMAP_00007109
train,378,BDMAP_00001124
train,379,BDMAP_00000961
train,380,BDMAP_00000093
train,381,BDMAP_00004292
train,382,BDMAP_00002920
train,383,BDMAP_00000331
train,384,BDMAP_00006755
train,385,BDMAP_00008988
train,386,BDMAP_00007865
train,387,BDMAP_00007818
train,388,BDMAP_00002273
train,389,BDMAP_00002868
train,390,BDMAP_00004696
train,391,BDMAP_00001373
train,392,BDMAP_00006912
train,393,BDMAP_00007260
train,394,BDMAP_00002808
train,395,BDMAP_00000268
train,396,BDMAP_00005341
train,397,BDMAP_00006422
train,398,BDMAP_00004919
train,399,BDMAP_00007342
train,400,BDMAP_00003133
train,401,BDMAP_00008655
train,402,BDMAP_00004031
train,403,BDMAP_00007483
train,404,BDMAP_00007676
train,405,BDMAP_00004565
train,406,BDMAP_00004116
train,407,BDMAP_00004092
train,408,BDMAP_00008634
train,409,BDMAP_00000587
train,410,BDMAP_00007955
train,411,BDMAP_00005524
train,412,BDMAP_00008337
train,413,BDMAP_00006170
train,414,BDMAP_00004739
train,415,BDMAP_00003853
train,416,BDMAP_00000621
train,417,BDMAP_00002606
train,418,BDMAP_00003911
train,419,BDMAP_00004113
train,420,BDMAP_00007181
train,421,BDMAP_00002534
train,422,BDMAP_00003990
train,423,BDMAP_00004646
train,424,BDMAP_00003699
train,425,BDMAP_00003397
train,426,BDMAP_00004873
train,427,BDMAP_00008407
train,428,BDMAP_00002355
train,429,BDMAP_00003129
train,430,BDMAP_00008274
train,431,BDMAP_00003750
train,432,BDMAP_00005844
train,433,BDMAP_00000266
train,434,BDMAP_00008718
train,435,BDMAP_00004075
train,436,BDMAP_00003626
train,437,BDMAP_00007424
train,438,BDMAP_00007087
train,439,BDMAP_00005677
train,440,BDMAP_00002535
train,441,BDMAP_00007900
train,442,BDMAP_00003470
train,443,BDMAP_00002953
train,444,BDMAP_00004140
train,445,BDMAP_00000968
train,446,BDMAP_00008720
train,447,BDMAP_00001776
train,448,BDMAP_00004473
train,449,BDMAP_00005129
train,450,BDMAP_00007703
train,451,BDMAP_00003146
train,452,BDMAP_00004005
train,453,BDMAP_00008319
train,454,BDMAP_00003886
train,455,BDMAP_00007636
train,456,BDMAP_00005649
train,457,BDMAP_00007217
train,458,BDMAP_00006986
train,459,BDMAP_00003863
train,460,BDMAP_00004039
train,461,BDMAP_00007539
train,462,BDMAP_00004382
train,463,BDMAP_00003740
train,464,BDMAP_00000501
train,465,BDMAP_00004238
train,466,BDMAP_00008030
train,467,BDMAP_00007886
train,468,BDMAP_00002289
train,469,BDMAP_00002523
train,470,BDMAP_00000909
train,471,BDMAP_00001865
train,472,BDMAP_00009031
train,473,BDMAP_00005863
train,474,BDMAP_00003456
train,475,BDMAP_00001746
train,476,BDMAP_00002139
train,477,BDMAP_00003945
train,478,BDMAP_00004687
train,479,BDMAP_00003439
train,480,BDMAP_00005497
train,481,BDMAP_00004697
train,482,BDMAP_00007800
train,483,BDMAP_00004895
train,484,BDMAP_00008417
train,485,BDMAP_00004588
train,486,BDMAP_00005144
train,487,BDMAP_00006313
train,488,BDMAP_00007089
train,489,BDMAP_00006262
train,490,BDMAP_00003616
train,491,BDMAP_00003019
train,492,BDMAP_00003036
train,493,BDMAP_00001982
train,494,BDMAP_00008833
train,495,BDMAP_00002707
train,496,BDMAP_00004129
train,497,BDMAP_00002288
train,498,BDMAP_00002580
train,499,BDMAP_00006394
train,500,BDMAP_00001889
train,501,BDMAP_00006879
train,502,BDMAP_00009124
train,503,BDMAP_00008794
train,504,BDMAP_00000922
train,505,BDMAP_00008649
train,506,BDMAP_00005864
train,507,BDMAP_00005214
train,508,BDMAP_00001732
train,509,BDMAP_00008253
train,510,BDMAP_00008301
train,511,BDMAP_00004594
train,512,BDMAP_00002918
train,513,BDMAP_00005498
train,514,BDMAP_00005799
train,515,BDMAP_00009140
train,516,BDMAP_00007361
train,517,BDMAP_00004329
train,518,BDMAP_00001415
train,519,BDMAP_00001112
train,520,BDMAP_00003687
train,521,BDMAP_00002756
train,522,BDMAP_00001011
train,523,BDMAP_00003791
train,524,BDMAP_00004901
train,525,BDMAP_00001288
train,526,BDMAP_00003981
train,527,BDMAP_00008115
train,528,BDMAP_00009229
train,529,BDMAP_00000213
train,530,BDMAP_00007463
train,531,BDMAP_00005604
train,532,BDMAP_00004510
train,533,BDMAP_00004705
train,534,BDMAP_00001624
train,535,BDMAP_00003481
train,536,BDMAP_00003768
train,537,BDMAP_00006384
train,538,BDMAP_00003308
train,539,BDMAP_00009171
train,540,BDMAP_00005328
train,541,BDMAP_00003333
train,542,BDMAP_00002882
train,543,BDMAP_00001484
train,544,BDMAP_00001088
train,545,BDMAP_00009160
train,546,BDMAP_00008904
train,547,BDMAP_00002689
train,548,BDMAP_00006756
train,549,BDMAP_00004171
train,550,BDMAP_00006393
train,551,BDMAP_00002933
train,552,BDMAP_00002007
train,553,BDMAP_00003937
train,554,BDMAP_00000240
train,555,BDMAP_00004088
train,556,BDMAP_00003934
train,557,BDMAP_00008525
train,558,BDMAP_00005147
train,559,BDMAP_00001729
train,560,BDMAP_00003998
train,561,BDMAP_00006648
train,562,BDMAP_00003574
train,563,BDMAP_00004585
train,564,BDMAP_00006817
train,565,BDMAP_00001184
train,566,BDMAP_00001278
train,567,BDMAP_00003376
train,568,BDMAP_00006120
train,569,BDMAP_00009060
train,570,BDMAP_00001738
train,571,BDMAP_00003282
train,572,BDMAP_00005339
train,573,BDMAP_00002116
train,574,BDMAP_00007461
train,575,BDMAP_00003722
train,576,BDMAP_00005582
train,577,BDMAP_00001113
train,578,BDMAP_00000354
train,579,BDMAP_00001299
train,580,BDMAP_00003756
train,581,BDMAP_00009109
train,582,BDMAP_00000475
train,583,BDMAP_00007151
train,584,BDMAP_00002150
train,585,BDMAP_00005988
train,586,BDMAP_00001617
train,587,BDMAP_00005734
train,588,BDMAP_00006565
train,589,BDMAP_00001919
train,590,BDMAP_00004408
train,591,BDMAP_00007208
train,592,BDMAP_00008874
train,593,BDMAP_00005004
train,594,BDMAP_00007345
train,595,BDMAP_00007825
train,596,BDMAP_00006351
train,597,BDMAP_00003298
train,598,BDMAP_00005275
train,599,BDMAP_00007521
train,600,BDMAP_00000709
train,601,BDMAP_00000625
train,602,BDMAP_00007550
train,603,BDMAP_00005093
train,604,BDMAP_00006023
train,605,BDMAP_00005104
train,606,BDMAP_00005033
train,607,BDMAP_00003482
train,608,BDMAP_00002134
train,609,BDMAP_00004406
train,610,BDMAP_00000764
train,611,BDMAP_00003663
train,612,BDMAP_00005428
train,613,BDMAP_00005163
train,614,BDMAP_00007262
train,615,BDMAP_00008518
train,616,BDMAP_00003398
train,617,BDMAP_00006071
train,618,BDMAP_00006405
train,619,BDMAP_00003704
train,620,BDMAP_00005466
train,621,BDMAP_00004961
train,622,BDMAP_00006147
train,623,BDMAP_00005575
train,624,BDMAP_00005710
train,625,BDMAP_00006823
train,626,BDMAP_00003072
train,627,BDMAP_00005061
train,628,BDMAP_00000555
train,629,BDMAP_00000512
train,630,BDMAP_00008715
train,631,BDMAP_00008725
train,632,BDMAP_00004367
train,633,BDMAP_00003107
train,634,BDMAP_00005533
train,635,BDMAP_00003066
train,636,BDMAP_00001176
train,637,BDMAP_00006940
train,638,BDMAP_00004825
train,639,BDMAP_00006290
train,640,BDMAP_00007541
train,641,BDMAP_00001003
train,642,BDMAP_00002472
train,643,BDMAP_00001836
train,644,BDMAP_00005372
train,645,BDMAP_00001079
train,646,BDMAP_00000015
train,647,BDMAP_00008109
train,648,BDMAP_00007717
train,649,BDMAP_00008492
train,650,BDMAP_00008758
train,651,BDMAP_00006643
train,652,BDMAP_00007678
train,653,BDMAP_00003004
train,654,BDMAP_00003650
train,655,BDMAP_00003709
train,656,BDMAP_00004519
train,657,BDMAP_00007018
train,658,BDMAP_00005829
train,659,BDMAP_00004211
train,660,BDMAP_00003449
train,661,BDMAP_00004375
train,662,BDMAP_00007536
train,663,BDMAP_00000648
train,664,BDMAP_00001731
train,665,BDMAP_00005939
train,666,BDMAP_00003839
train,667,BDMAP_00008412
train,668,BDMAP_00005485
train,669,BDMAP_00002292
train,670,BDMAP_00008249
train,671,BDMAP_00003208
train,672,BDMAP_00007606
train,673,BDMAP_00008244
train,674,BDMAP_00005938
train,675,BDMAP_00002752
train,676,BDMAP_00005435
train,677,BDMAP_00006022
train,678,BDMAP_00006536
train,679,BDMAP_00005262
train,680,BDMAP_00001673
train,681,BDMAP_00000762
train,682,BDMAP_00005686
train,683,BDMAP_00004166
train,684,BDMAP_00003993
train,685,BDMAP_00001403
train,686,BDMAP_00000933
train,687,BDMAP_00001096
train,688,BDMAP_00007581
train,689,BDMAP_00007090
train,690,BDMAP_00008425
train,691,BDMAP_00006862
train,692,BDMAP_00009256
train,693,BDMAP_00008257
train,694,BDMAP_00006847
train,695,BDMAP_00002719
train,696,BDMAP_00007858
train,697,BDMAP_00003186
train,698,BDMAP_00003535
train,699,BDMAP_00009258
train,700,BDMAP_00007082
train,701,BDMAP_00007350
train,702,BDMAP_00008460
train,703,BDMAP_00008406
train,704,BDMAP_00004231
train,705,BDMAP_00003838
train,706,BDMAP_00003413
train,707,BDMAP_00005667
train,708,BDMAP_00005168
train,709,BDMAP_00007664
train,710,BDMAP_00001559
train,711,BDMAP_00002484
train,712,BDMAP_00005051
train,713,BDMAP_00008472
train,714,BDMAP_00005432
train,715,BDMAP_00008490
train,716,BDMAP_00008303
train,717,BDMAP_00003556
train,718,BDMAP_00002090
train,719,BDMAP_00003461
train,720,BDMAP_00004484
train,721,BDMAP_00008709
train,722,BDMAP_00007655
train,723,BDMAP_00004281
train,724,BDMAP_00001651
train,725,BDMAP_00001023
train,726,BDMAP_00008677
train,727,BDMAP_00000880
train,728,BDMAP_00005764
train,729,BDMAP_00004192
train,730,BDMAP_00004162
train,731,BDMAP_00004415
train,732,BDMAP_00007073
train,733,BDMAP_00003115
train,734,BDMAP_00006992
train,735,BDMAP_00001740
train,736,BDMAP_00001298
train,737,BDMAP_00000928
train,738,BDMAP_00004902
train,739,BDMAP_00003747
train,740,BDMAP_00008795
train,741,BDMAP_00001946
train,742,BDMAP_00008523
train,743,BDMAP_00006058
train,744,BDMAP_00004603
train,745,BDMAP_00006473
train,746,BDMAP_00004903
train,747,BDMAP_00009143
train,748,BDMAP_00002544
train,749,BDMAP_00007583
train,750,BDMAP_00008564
train,751,BDMAP_00000222
train,752,BDMAP_00007446
train,753,BDMAP_00001502
train,754,BDMAP_00006799
train,755,BDMAP_00002253
train,756,BDMAP_00001747
train,757,BDMAP_00004900
train,758,BDMAP_00002949
train,759,BDMAP_00008601
train,760,BDMAP_00003786
train,761,BDMAP_00006177
train,762,BDMAP_00005272
train,763,BDMAP_00004880
train,764,BDMAP_00000731
train,765,BDMAP_00008125
train,766,BDMAP_00003018
train,767,BDMAP_00000701
train,768,BDMAP_00008797
train,769,BDMAP_00007453
train,770,BDMAP_00000488
train,771,BDMAP_00001196
train,772,BDMAP_00001517
train,773,BDMAP_00001039
train,774,BDMAP_00004177
train,775,BDMAP_00000466
train,776,BDMAP_00002922
train,777,BDMAP_00005211
train,778,BDMAP_00005678
train,779,BDMAP_00002246
train,780,BDMAP_00006338
train,781,BDMAP_00002684
train,782,BDMAP_00002305
train,783,BDMAP_00001021
train,784,BDMAP_00002128
train,785,BDMAP_00005099
train,786,BDMAP_00008089
train,787,BDMAP_00008589
train,788,BDMAP_00006630
train,789,BDMAP_00008826
train,790,BDMAP_00006232
train,791,BDMAP_00004708
train,792,BDMAP_00002084
train,793,BDMAP_00004511
train,794,BDMAP_00006067
train,795,BDMAP_00002865
train,796,BDMAP_00006970
train,797,BDMAP_00001128
train,798,BDMAP_00003464
train,799,BDMAP_00002068
train,800,BDMAP_00002772
train,801,BDMAP_00004058
train,802,BDMAP_00000775
train,803,BDMAP_00005590
train,804,BDMAP_00000305
train,805,BDMAP_00008986
train,806,BDMAP_00007890
train,807,BDMAP_00001069
train,808,BDMAP_00003425
train,809,BDMAP_00001513
train,810,BDMAP_00001607
train,811,BDMAP_00005170
train,812,BDMAP_00006537
train,813,BDMAP_00003211
train,814,BDMAP_00006352
train,815,BDMAP_00006842
train,816,BDMAP_00003347
train,817,BDMAP_00002993
train,818,BDMAP_00001769
train,819,BDMAP_00004694
train,820,BDMAP_00001148
train,821,BDMAP_00003127
train,822,BDMAP_00008372
train,823,BDMAP_00006114
train,824,BDMAP_00000766
train,825,BDMAP_00008647
train,826,BDMAP_00002216
train,827,BDMAP_00007534
train,828,BDMAP_00008449
train,829,BDMAP_00003338
train,830,BDMAP_00007770
train,831,BDMAP_00002578
train,832,BDMAP_00002836
train,833,BDMAP_00000212
train,834,BDMAP_00001331
train,835,BDMAP_00002125
train,836,BDMAP_00001804
train,837,BDMAP_00009170
train,838,BDMAP_00000104
train,839,BDMAP_00005831
train,840,BDMAP_00006759
train,841,BDMAP_00002639
train,842,BDMAP_00005588
train,843,BDMAP_00004641
train,844,BDMAP_00001401
train,845,BDMAP_00007829
train,846,BDMAP_00004316
train,847,BDMAP_00004652
train,848,BDMAP_00000790
train,849,BDMAP_00008462
train,850,BDMAP_00005957
train,851,BDMAP_00008600
train,852,BDMAP_00006436
train,853,BDMAP_00005628
train,854,BDMAP_00004575
train,855,BDMAP_00008850
train,856,BDMAP_00000013
train,857,BDMAP_00007303
train,858,BDMAP_00005462
train,859,BDMAP_00006464
train,860,BDMAP_00000737
train,861,BDMAP_00002037
train,862,BDMAP_00006359
train,863,BDMAP_00000454
train,864,BDMAP_00005118
train,865,BDMAP_00006953
train,866,BDMAP_00007683
train,867,BDMAP_00007301
train,868,BDMAP_00006845
train,869,BDMAP_00000038
train,870,BDMAP_00007549
train,871,BDMAP_00006157
train,872,BDMAP_00000020
train,873,BDMAP_00009261
train,874,BDMAP_00003542
train,875,BDMAP_00005849
train,876,BDMAP_00008993
train,877,BDMAP_00002374
train,878,BDMAP_00009010
train,879,BDMAP_00003873
train,880,BDMAP_00006199
train,881,BDMAP_00002459
train,882,BDMAP_00004065
train,883,BDMAP_00000539
train,884,BDMAP_00006621
train,885,BDMAP_00007903
train,886,BDMAP_00007382
train,887,BDMAP_00009002
train,888,BDMAP_00007095
train,889,BDMAP_00004185
train,890,BDMAP_00006968
train,891,BDMAP_00001935
train,892,BDMAP_00000677
train,893,BDMAP_00003734
train,894,BDMAP_00001374
train,895,BDMAP_00003880
train,896,BDMAP_00001146
train,897,BDMAP_00008538
train,898,BDMAP_00000347
train,899,BDMAP_00008216
train,900,BDMAP_00008553
train,901,BDMAP_00005757
train,902,BDMAP_00004160
train,903,BDMAP_00008066
train,904,BDMAP_00005707
train,905,BDMAP_00001689
train,906,BDMAP_00006193
train,907,BDMAP_00004561
train,908,BDMAP_00006576
train,909,BDMAP_00002577
train,910,BDMAP_00004528
train,911,BDMAP_00003899
train,912,BDMAP_00005379
train,913,BDMAP_00008328
train,914,BDMAP_00008602
train,915,BDMAP_00005940
train,916,BDMAP_00004505
train,917,BDMAP_00002482
train,918,BDMAP_00003027
train,919,BDMAP_00007403
train,920,BDMAP_00001766
train,921,BDMAP_00008549
train,922,BDMAP_00007863
train,923,BDMAP_00004752
train,924,BDMAP_00005458
train,925,BDMAP_00001721
train,926,BDMAP_00007796
train,927,BDMAP_00005964
train,928,BDMAP_00002255
train,929,BDMAP_00000941
train,930,BDMAP_00002190
train,931,BDMAP_00006546
train,932,BDMAP_00008088
train,933,BDMAP_00006052
train,934,BDMAP_00008707
train,935,BDMAP_00004788
train,936,BDMAP_00006785
train,937,BDMAP_00001350
train,938,BDMAP_00005013
train,939,BDMAP_00005505
train,940,BDMAP_00008279
train,941,BDMAP_00003154
train,942,BDMAP_00006865
train,943,BDMAP_00003594
train,944,BDMAP_00000334
train,945,BDMAP_00005181
train,946,BDMAP_00004242
train,947,BDMAP_00001200
train,948,BDMAP_00008376
train,949,BDMAP_00006150
train,950,BDMAP_00005866
train,951,BDMAP_00007651
train,952,BDMAP_00007936
train,953,BDMAP_00001319
train,954,BDMAP_00004149
train,955,BDMAP_00007106
train,956,BDMAP_00005560
train,957,BDMAP_00008067
train,958,BDMAP_00001473
train,959,BDMAP_00006315
train,960,BDMAP_00004268
train,961,BDMAP_00008585
train,962,BDMAP_00008735
train,963,BDMAP_00002123
train,964,BDMAP_00003300
train,965,BDMAP_00001480
train,966,BDMAP_00002211
train,967,BDMAP_00008366
train,968,BDMAP_00004307
train,969,BDMAP_00002363
train,970,BDMAP_00006104
train,971,BDMAP_00001650
train,972,BDMAP_00007007
train,973,BDMAP_00009238
train,974,BDMAP_00008147
train,975,BDMAP_00002146
train,976,BDMAP_00005390
train,977,BDMAP_00004255
train,978,BDMAP_00005772
train,979,BDMAP_00000024
train,980,BDMAP_00001035
train,981,BDMAP_00003384
train,982,BDMAP_00001616
train,983,BDMAP_00000293
train,984,BDMAP_00007949
train,985,BDMAP_00001264
train,986,BDMAP_00009210
train,987,BDMAP_00007857
train,988,BDMAP_00003092
train,989,BDMAP_00008465
train,990,BDMAP_00001781
train,991,BDMAP_00008484
train,992,BDMAP_00006192
train,993,BDMAP_00003729
train,994,BDMAP_00008985
train,995,BDMAP_00009014
train,996,BDMAP_00003743
train,997,BDMAP_00006065
